PROJECT	proj_gen_tech	proj_load_zone	proj_variable_o_m	proj_full_load_heat_rate	proj_forced_outage_rate	proj_scheduled_outage_rate	proj_dbid	proj_capacity_limit_mw
cerro_prieto_i_u5	geothermal	48-mexicali	0.06	0.0	14.1	5.12	1.0	30.0
cerro_prieto_ii_central	geothermal	48-mexicali	0.06	0.0	14.1	5.12	2.0	220.0
cerro_prieto_iii_central	geothermal	48-mexicali	0.06	0.0	14.1	5.12	3.0	220.0
cerro_prieto_iv_central	geothermal	48-mexicali	0.06	0.0	14.1	5.12	4.0	100.0
cerro_prieto_fotovoltaica	solar	48-mexicali	0.0	0.0	0.0	0.0	5.0	5.0
cipres_tg	gas_turbine_diesel	47-ensenada	3.432	17.25118483	5.5	9.22	6.0	27.43
mexicali	combined_cycle_natural_gas	48-mexicali	3.05	7.488151659	7.7	6.96	7.0	489.0
mexicali_tg_1	gas_turbine_diesel	48-mexicali	3.432	21.13744076	5.5	9.22	8.0	26.0
mexicali_tg_2	gas_turbine_diesel	48-mexicali	3.432	21.13744076	5.5	9.22	9.0	18.0
mexicali_tg_3	gas_turbine_diesel	48-mexicali	3.432	21.13744076	5.5	9.22	10.0	18.0
presidente_juarez_rosarito	combined_cycle_natural_gas	46-tijuana	3.05	10.42654028	7.7	6.96	11.0	773.0
presidente_juarez_rosarito5_tc	thermal_fuel_oil	46-tijuana	2.688	10.42654028	7.1	11.44	12.0	160.0
presidente_juarez_rosarito6_tc	thermal_fuel_oil	46-tijuana	2.688	10.42654028	7.1	11.44	13.0	160.0
tijuana_1_tg	gas_turbine_natural_gas	46-tijuana	3.432	10.23696682	5.5	9.22	14.0	30.0
tijuana_2_tg	gas_turbine_natural_gas	46-tijuana	3.432	10.23696682	5.5	9.22	15.0	30.0
tijuana_3_tg_150mw	gas_turbine_natural_gas	46-tijuana	3.432	10.23696682	5.5	9.22	16.0	150.0
tijuana_tg_central	gas_turbine_natural_gas	46-tijuana	3.432	10.23696682	5.5	9.22	17.0	135.0
baja_california_sur_i	internal_combustion_fuel_oil	51-la_paz	6.63	9.763033175	7.4	11.23	18.0	162.7
ciudad_constitucion	gas_turbine_diesel	50-villa_constitucion	3.432	18.19905213	5.5	9.22	19.0	33.22
guerrero_negro	gas_turbine_diesel	53-mulege	3.432	26.3507109	5.5	9.22	20.0	12.5
guerrero_negro_ii	internal_combustion_fuel_oil	53-mulege	6.63	9.763033175	7.4	11.23	21.0	10.8
la_paz_tg1	gas_turbine_diesel	51-la_paz	3.432	17.25118483	5.5	9.22	22.0	18.0
la_paz_tg2	gas_turbine_diesel	51-la_paz	3.432	17.25118483	5.5	9.22	23.0	25.0
los_cabos_cfe_25000	gas_turbine_diesel	52-los_cabos	3.432	9.099526066	5.5	9.22	24.0	75.0
los_cabos_cfe_30000	gas_turbine_diesel	52-los_cabos	3.432	10.8056872	5.5	9.22	25.0	104.0
los_cabos_1_tg	gas_turbine_diesel	52-los_cabos	3.432	17.1563981	5.5	9.22	26.0	30.0
los_cabos_2_tg	gas_turbine_diesel	52-los_cabos	3.432	17.1563981	5.5	9.22	27.0	27.43
los_cabos_3_tg	gas_turbine_diesel	52-los_cabos	3.432	17.1563981	5.5	9.22	28.0	27.23
punta_prieta_ii_u1	thermal_diesel	51-la_paz	2.688	11.37440758	7.1	11.44	29.0	37.5
punta_prieta_ii_u2	thermal_diesel	51-la_paz	2.688	11.37440758	7.1	11.44	30.0	37.5
punta_prieta_ii_u3	thermal_diesel	51-la_paz	2.688	11.37440758	7.1	11.44	31.0	37.5
san_carlos_u1	internal_combustion_fuel_oil	50-villa_constitucion	6.63	7.962085308	7.4	11.23	32.0	31.5
san_carlos_u2	internal_combustion_fuel_oil	50-villa_constitucion	6.63	7.962085308	7.4	11.23	33.0	31.5
san_carlos_u3	internal_combustion_fuel_oil	50-villa_constitucion	6.63	7.962085308	7.4	11.23	34.0	41.13
santa_rosalia_u1_u2	internal_combustion_fuel_oil	53-mulege	6.63	9.763033175	7.4	11.23	35.0	2.6
santa_rosalia_u3_ci	internal_combustion_fuel_oil	53-mulege	6.63	14.5971564	7.4	11.23	36.0	1.2
santa_rosalia_u4_ci	internal_combustion_fuel_oil	53-mulege	6.63	14.5971564	7.4	11.23	37.0	1.2
santa_rosalia_u5_ci	internal_combustion_fuel_oil	53-mulege	6.63	14.5971564	7.4	11.23	38.0	2.8
tres_virgcos_central	geothermal	53-mulege	0.06	0.0	14.1	5.12	39.0	10.0
u_movil	internal_combustion_fuel_oil	53-mulege	6.63	9.763033175	7.4	11.23	40.0	7.5
chicoasen	hydroelectric	39-grijalva	0.0	0.0	1.0	3.0	41.0	2400.0
aragon	gas_turbine_natural_gas	31-central	3.432	9.573459716	5.5	9.22	42.0	32.0
atenco_lyfc	gas_turbine_natural_gas	31-central	3.432	9.383886256	5.5	9.22	43.0	32.0
coapa	gas_turbine_natural_gas	31-central	3.432	9.289099526	5.5	9.22	44.0	32.0
coyotepec	gas_turbine_natural_gas	31-central	3.432	9.573459716	5.5	9.22	45.0	64.0
cuautitlan_lyfc	gas_turbine_natural_gas	31-central	3.432	9.478672986	5.5	9.22	46.0	32.0
ecatepec_lyfc	gas_turbine_natural_gas	31-central	3.432	9.668246445	5.5	9.22	47.0	32.0
infiernillo	hydroelectric	29-lazaro_cardenas	0.0	0.0	1.0	3.0	48.0	1200.0
iztapalapa_lyfc	gas_turbine_natural_gas	31-central	3.432	9.478672986	5.5	9.22	49.0	32.0
malpaso	hydroelectric	39-grijalva	0.0	0.0	1.0	3.0	50.0	1080.0
magdalena	gas_turbine_natural_gas	31-central	3.432	9.573459716	5.5	9.22	51.0	32.0
aguamilpa_solidaridad	hydroelectric	22-tepic	0.0	0.0	1.0	3.0	52.0	960.0
nonoalco_lyfc_u1	gas_turbine_natural_gas	31-central	3.432	20.09478673	5.5	9.22	53.0	32.0
nonoalco_lyfc_u2	gas_turbine_natural_gas	31-central	3.432	20.09478673	5.5	9.22	54.0	32.0
nonoalco_lyfc_u3	gas_turbine_natural_gas	31-central	3.432	20.09478673	5.5	9.22	55.0	42.0
angostura	hydroelectric	39-grijalva	0.0	0.0	1.0	3.0	56.0	900.0
remedios_lyfc	gas_turbine_natural_gas	31-central	3.432	9.099526066	5.5	9.22	57.0	32.0
santa_cruz	gas_turbine_natural_gas	31-central	3.432	9.573459716	5.5	9.22	58.0	32.0
el_cajon	hydroelectric	23-guadalajara	0.0	0.0	1.0	3.0	59.0	750.0
tula	combined_cycle_natural_gas	31-central	3.05	9.478672986	7.7	6.96	60.0	489.0
tula_tc_u1	thermal_fuel_oil	31-central	2.688	9.478672986	7.1	11.44	61.0	330.0
tula_tc_u2	thermal_fuel_oil	31-central	2.688	9.478672986	7.1	11.44	62.0	330.0
tula_tc_u3	thermal_fuel_oil	31-central	2.688	9.478672986	7.1	11.44	63.0	322.8
tula_tc_u4	thermal_fuel_oil	31-central	2.688	9.478672986	7.1	11.44	64.0	322.8
tula_tc_u5	thermal_fuel_oil	31-central	2.688	9.478672986	7.1	11.44	65.0	300.0
valle_de_mexico	combined_cycle_natural_gas	31-central	3.05	10.71090047	7.7	6.96	66.0	549.3
valle_de_mexico_tc_u1	thermal_fuel_oil	31-central	2.688	9.004739336	7.1	11.44	67.0	150.0
valle_de_mexico_tc_u2	thermal_fuel_oil	31-central	2.688	9.004739336	7.1	11.44	68.0	150.0
valle_de_mexico_tc_u3	thermal_fuel_oil	31-central	2.688	9.004739336	7.1	11.44	69.0	150.0
vallejo_lyfc	gas_turbine_natural_gas	31-central	3.432	9.478672986	5.5	9.22	70.0	32.0
victoria_lyfc	gas_turbine_natural_gas	31-central	3.432	9.573459716	5.5	9.22	71.0	32.0
villa_de_las_flores_lyfc	gas_turbine_natural_gas	31-central	3.432	10.04739336	5.5	9.22	72.0	32.0
la_yesca	hydroelectric	23-guadalajara	0.0	0.0	1.0	3.0	73.0	750.0
guerrero_negro_ii_tgmovil	gas_turbine_diesel	53-mulege	3.432	26.3507109	5.5	9.22	74.0	12.5
guerrero_negro_eolica	wind	53-mulege	0.0	0.0	0.0	0.0	75.0	0.6
sta_rosalia	solar	53-mulege	0.0	0.0	0.0	0.0	76.0	1.0
u_movil_cfe-ume	gas_turbine_diesel	53-mulege	3.432	11.27962085	5.5	9.22	77.0	57.0
u_movil_de_emergencia_ume-18	internal_combustion_fuel_oil	53-mulege	6.63	9.763033175	7.4	11.23	78.0	1.6
u_movil_de_emergencia_ume-19	internal_combustion_fuel_oil	53-mulege	6.63	9.763033175	7.4	11.23	79.0	1.6
u_movil_de_emergencia_ume-20	internal_combustion_fuel_oil	53-mulege	6.63	9.763033175	7.4	11.23	80.0	1.6
vizcaino	gas_turbine_diesel	53-mulege	3.432	35.26066351	5.5	9.22	81.0	14.0
caracol	hydroelectric	35-acapulco	0.0	0.0	1.0	3.0	82.0	600.0
chavez_u1	gas_turbine_natural_gas	11-laguna	3.432	23.507109	5.5	9.22	83.0	14.0
chavez_u2	gas_turbine_natural_gas	11-laguna	3.432	23.507109	5.5	9.22	84.0	14.0
chihuahua_ii	combined_cycle_natural_gas	09-chihuahua	3.05	6.54028436	7.7	6.96	85.0	619.4
huites	hydroelectric	03-obregon	0.0	0.0	1.0	3.0	86.0	422.0
francisco_villa_u4	thermal_fuel_oil	09-chihuahua	2.688	10.42654028	7.1	11.44	87.0	150.0
francisco_villa_u5	thermal_fuel_oil	09-chihuahua	2.688	10.42654028	7.1	11.44	88.0	150.0
gomez_palacio	combined_cycle_natural_gas	11-laguna	3.05	9.194312796	7.7	6.96	89.0	239.8
industrial_juarez	gas_turbine_natural_gas	07-juarez	3.432	18.1042654	5.5	9.22	90.0	18.0
la_laguna_ii	combined_cycle_natural_gas	11-laguna	3.05	7.582938389	7.7	6.96	91.0	498.0
la_laguna_u1_tg	gas_turbine_natural_gas	11-laguna	3.432	18.48341232	5.5	9.22	92.0	14.0
la_laguna_u2_tg	gas_turbine_natural_gas	11-laguna	3.432	18.48341232	5.5	9.22	93.0	14.0
la_laguna_u3_tg	gas_turbine_natural_gas	11-laguna	3.432	18.48341232	5.5	9.22	94.0	14.0
la_laguna_u4_tg	gas_turbine_natural_gas	11-laguna	3.432	18.48341232	5.5	9.22	95.0	14.0
lerdo_u1	thermal_fuel_oil	11-laguna	2.688	10.04739336	7.1	11.44	96.0	160.0
lerdo_u2	thermal_fuel_oil	11-laguna	2.688	10.04739336	7.1	11.44	97.0	160.0
norte_ii	combined_cycle_natural_gas	09-chihuahua	3.05	6.63507109	7.7	6.96	98.0	433.0
norte	combined_cycle_natural_gas	10-durango	3.05	6.91943128	7.7	6.96	99.0	450.0
parque_u2	gas_turbine_diesel	07-juarez	3.432	25.49763033	5.5	9.22	100.0	18.0
parque_u3	gas_turbine_diesel	07-juarez	3.432	25.49763033	5.5	9.22	101.0	13.0
parque_u4	gas_turbine_diesel	07-juarez	3.432	9.099526066	5.5	9.22	102.0	28.0
samalayuca_ii	combined_cycle_natural_gas	07-juarez	3.05	7.488151659	7.7	6.96	103.0	521.76
samalayuca_u1	thermal_fuel_oil	07-juarez	2.688	10.90047393	7.1	11.44	104.0	158.0
samalayuca_u2	thermal_fuel_oil	07-juarez	2.688	10.90047393	7.1	11.44	105.0	158.0
transalta_chihuahua_iii	combined_cycle_natural_gas	07-juarez	3.05	8.151658768	7.7	6.96	106.0	259.0
penitas	hydroelectric	38-tabasco	0.0	0.0	1.0	3.0	107.0	420.0
temascal	hydroelectric	36-temascal	0.0	0.0	1.0	3.0	108.0	354.0
culiacan	gas_turbine_diesel	05-culiacan	3.432	14.5971564	5.5	9.22	109.0	30.0
villita	hydroelectric	29-lazaro_cardenas	0.0	0.0	1.0	3.0	110.0	320.0
zimapan	hydroelectric	30-queretaro	0.0	0.0	1.0	3.0	111.0	292.0
fuerza_y_energia_de_hermosillo	combined_cycle_natural_gas	01-hermosillo	3.05	6.63507109	7.7	6.96	112.0	250.0
guaymas_ii_u1	thermal_fuel_oil	03-obregon	2.688	10.23696682	7.1	11.44	113.0	84.0
guaymas_ii_u2	thermal_fuel_oil	03-obregon	2.688	10.23696682	7.1	11.44	114.0	84.0
guaymas_ii_u3	thermal_fuel_oil	03-obregon	2.688	10.23696682	7.1	11.44	115.0	158.0
guaymas_ii_u4	thermal_fuel_oil	03-obregon	2.688	10.23696682	7.1	11.44	116.0	158.0
hermosillo	combined_cycle_natural_gas	01-hermosillo	3.05	6.91943128	7.7	6.96	117.0	227.022
agua_prieta	hydroelectric	23-guadalajara	0.0	0.0	1.0	3.0	118.0	240.0
mazatepec	hydroelectric	32-poza_rica	0.0	0.0	1.0	3.0	119.0	220.0
industrial_caborca_u1	gas_turbine_diesel	01-hermosillo	3.432	19.62085308	5.5	9.22	120.0	12.0
industrial_caborca_u2	gas_turbine_diesel	01-hermosillo	3.432	19.62085308	5.5	9.22	121.0	30.0
mazatlan_ii_u1	thermal_fuel_oil	06-mazatlan	2.688	9.952606635	7.1	11.44	122.0	158.0
mazatlan_ii_u2	thermal_fuel_oil	06-mazatlan	2.688	9.952606635	7.1	11.44	123.0	158.0
mazatlan_ii_u3	thermal_fuel_oil	06-mazatlan	2.688	9.952606635	7.1	11.44	124.0	300.0
el_novillo	hydroelectric	01-hermosillo	0.0	0.0	1.0	3.0	125.0	135.0
naco_nogales	combined_cycle_natural_gas	02-cananea	3.05	6.72985782	7.7	6.96	126.0	258.0
necaxa	hydroelectric	32-poza_rica	0.0	0.0	1.0	3.0	127.0	109.0
puerto_libertad_u1	thermal_fuel_oil	01-hermosillo	2.688	9.857819905	7.1	11.44	128.0	158.0
puerto_libertad_u2	thermal_fuel_oil	01-hermosillo	2.688	9.857819905	7.1	11.44	129.0	158.0
puerto_libertad_u3	thermal_fuel_oil	01-hermosillo	2.688	9.857819905	7.1	11.44	130.0	158.0
puerto_libertad_u4	thermal_fuel_oil	01-hermosillo	2.688	9.857819905	7.1	11.44	131.0	158.0
comedero	hydroelectric	05-culiacan	0.0	0.0	1.0	3.0	132.0	100.0
topolobampo_ii_u1	thermal_fuel_oil	04-los_mochis	2.688	9.763033175	7.1	11.44	133.0	160.0
topolobampo_ii_u2	thermal_fuel_oil	04-los_mochis	2.688	9.763033175	7.1	11.44	134.0	160.0
yecora_u1	internal_combustion_fuel_oil	03-obregon	6.63	11.56398104	7.4	11.23	135.0	0.25
yecora_u2	internal_combustion_fuel_oil	03-obregon	6.63	11.56398104	7.4	11.23	136.0	0.25
yecora_u3	internal_combustion_fuel_oil	03-obregon	6.63	11.56398104	7.4	11.23	137.0	0.6
yecora_u4	internal_combustion_fuel_oil	03-obregon	6.63	11.56398104	7.4	11.23	138.0	0.7
altamira_ii	combined_cycle_natural_gas	19-huasteca	3.05	7.014218009	7.7	6.96	139.0	495.0
altamira_iii_y_iv	combined_cycle_natural_gas	19-huasteca	3.05	6.91943128	7.7	6.96	140.0	1036.0
altamira_v	combined_cycle_natural_gas	19-huasteca	3.05	7.014218009	7.7	6.96	141.0	1121.0
altamira_u3	thermal_fuel_oil	19-huasteca	2.688	10.52132701	7.1	11.44	142.0	250.0
altamira_u4	thermal_fuel_oil	19-huasteca	2.688	10.52132701	7.1	11.44	143.0	250.0
carbon_ii_u1	carboelectric_coal	12-rio_escondido	3.782	9.668246445	6.4	11.71	144.0	350.0
carbon_ii_u2	carboelectric_coal	12-rio_escondido	3.782	9.668246445	6.4	11.71	145.0	350.0
carbon_ii_u3	carboelectric_coal	12-rio_escondido	3.782	9.668246445	6.4	11.71	146.0	350.0
carbon_ii_u4	carboelectric_coal	12-rio_escondido	3.782	9.668246445	6.4	11.71	147.0	350.0
bacurato	hydroelectric	04-los_mochis	0.0	0.0	1.0	3.0	148.0	92.0
humaya	hydroelectric	05-culiacan	0.0	0.0	1.0	3.0	149.0	90.0
cupatitzio	hydroelectric	28-carapan	0.0	0.0	1.0	3.0	150.0	80.0
fundidora	gas_turbine_natural_gas	16-monterrey	3.432	20.47393365	5.5	9.22	151.0	12.0
huinala_ii	combined_cycle_natural_gas	16-monterrey	3.05	6.255924171	7.7	6.96	152.0	471.18
huinala	combined_cycle_natural_gas	16-monterrey	3.05	9.289099526	7.7	6.96	153.0	377.66
huinala_tg	gas_turbine_natural_gas	16-monterrey	3.432	10.71090047	5.5	9.22	154.0	150.0
lerma	hydroelectric	31-central	0.0	0.0	1.0	3.0	155.0	74.0
leona_u1	gas_turbine_natural_gas	16-monterrey	3.432	21.04265403	5.5	9.22	156.0	12.0
leona_u2	gas_turbine_natural_gas	16-monterrey	3.432	21.04265403	5.5	9.22	157.0	12.0
santa_rosa	hydroelectric	23-guadalajara	0.0	0.0	1.0	3.0	158.0	70.0
monclova_u1	gas_turbine_natural_gas	12-rio_escondido	3.432	17.72511848	5.5	9.22	159.0	18.0
monclova_u2	gas_turbine_natural_gas	12-rio_escondido	3.432	17.72511848	5.5	9.22	160.0	30.0
monterrey_iii	combined_cycle_natural_gas	16-monterrey	3.05	7.298578199	7.7	6.96	161.0	449.0
rio_bravo	combined_cycle_natural_gas	14-reynosa	3.05	9.952606635	7.7	6.96	162.0	211.123
rio_bravo_tc	thermal_natural_gas	14-reynosa	2.688	10.14218009	7.1	11.44	163.0	300.0
rio_bravo_ii	combined_cycle_natural_gas	15-matamoros	3.05	7.298578199	7.7	6.96	164.0	495.0
rio_bravo_iii	combined_cycle_natural_gas	15-matamoros	3.05	7.203791469	7.7	6.96	165.0	495.0
rio_bravo_iv	combined_cycle_natural_gas	15-matamoros	3.05	7.203791469	7.7	6.96	166.0	500.0
rio_escondido	carboelectric_coal	12-rio_escondido	3.782	9.763033175	6.4	11.71	167.0	1200.0
saltillo	combined_cycle_natural_gas	17-saltillo	3.05	7.109004739	7.7	6.96	168.0	247.5
tamazunchale	combined_cycle_natural_gas	20-tamazunchale	3.05	6.91943128	7.7	6.96	169.0	1135.0
tecnologico	gas_turbine_diesel	16-monterrey	3.432	14.40758294	5.5	9.22	170.0	26.0
universidad_u1	gas_turbine_natural_gas	16-monterrey	3.432	18.76777251	5.5	9.22	171.0	12.0
universidad_u2	gas_turbine_natural_gas	16-monterrey	3.432	18.76777251	5.5	9.22	172.0	12.0
el_sauz_ii	combined_cycle_natural_gas	30-queretaro	3.05	7.867298578	7.7	6.96	173.0	495.0
la_amistad	hydroelectric	12-rio_escondido	0.0	0.0	1.0	3.0	174.0	66.0
cobano	hydroelectric	29-lazaro_cardenas	0.0	0.0	1.0	3.0	175.0	60.0
el_fuerte	hydroelectric	04-los_mochis	0.0	0.0	1.0	3.0	176.0	59.4
colimilla	hydroelectric	23-guadalajara	0.0	0.0	1.0	3.0	177.0	51.2
tepexic	hydroelectric	34-puebla	0.0	0.0	1.0	3.0	178.0	39.0
cogcoracion_salamanca	gas_turbine_natural_gas	26-salamanca	3.432	11.18483412	5.5	9.22	179.0	393.0
patla	hydroelectric	32-poza_rica	0.0	0.0	1.0	3.0	180.0	37.0
tuxpango	hydroelectric	36-temascal	0.0	0.0	1.0	3.0	181.0	36.0
compania_de_energia_mexicana	hydroelectric	32-poza_rica	0.0	0.0	1.0	3.0	182.0	36.0
el_sauz	combined_cycle_natural_gas	30-queretaro	3.05	6.54028436	7.7	6.96	183.0	591.0
huicot	internal_combustion_fuel_oil	22-tepic	6.63	9.763033175	7.4	11.23	184.0	1.18
falcon	hydroelectric	13-nuevo_laredo	0.0	0.0	1.0	3.0	185.0	31.5
electricidad_del_golfo	hydroelectric	36-temascal	0.0	0.0	1.0	3.0	186.0	30.0
mexicana_de_hidroelectricidad_mexhidro	hydroelectric	35-acapulco	0.0	0.0	1.0	3.0	187.0	30.0
chilapan	hydroelectric	37-coatzacoalcos	0.0	0.0	1.0	3.0	188.0	26.0
los_azufres	geothermal	28-carapan	0.06	0.0	14.1	5.12	189.0	210.0
los_azufres_u2	geothermal	28-carapan	0.06	0.0	14.1	5.12	190.0	5.0
los_azufres_u6	geothermal	28-carapan	0.06	0.0	14.1	5.12	191.0	5.0
los_azufres_u8	geothermal	28-carapan	0.06	0.0	14.1	5.12	192.0	5.0
manzanillo_central	thermal_fuel_oil	27-manzanillo	2.688	9.952606635	7.1	11.44	193.0	700.0
manzanillo_u3_tc	thermal_fuel_oil	27-manzanillo	2.688	9.952606635	7.1	11.44	194.0	300.0
manzanillo_u4_tc	thermal_fuel_oil	27-manzanillo	2.688	9.952606635	7.1	11.44	195.0	300.0
manzanillo_p1	combined_cycle_natural_gas	27-manzanillo	3.05	6.54028436	7.7	6.96	196.0	726.954
manzanillo_p2	combined_cycle_natural_gas	27-manzanillo	3.05	6.54028436	7.7	6.96	197.0	726.954
petacalco	carboelectric_coal	29-lazaro_cardenas	3.782	9.289099526	6.4	11.71	198.0	2778.36
boquilla	hydroelectric	09-chihuahua	0.0	0.0	1.0	3.0	199.0	25.0
el_retiro	hydroelectric	39-grijalva	0.0	0.0	1.0	3.0	200.0	21.0
salamanca_u3	thermal_fuel_oil	26-salamanca	2.688	10.52132701	7.1	11.44	201.0	300.0
salamanca_u4	thermal_fuel_oil	26-salamanca	2.688	10.52132701	7.1	11.44	202.0	250.0
primero_empresa_minera	hydroelectric	05-culiacan	0.0	0.0	1.0	3.0	203.0	19.73
oviachic	hydroelectric	03-obregon	0.0	0.0	1.0	3.0	204.0	19.2
proveedora_de_electricidad_de_occidente	hydroelectric	23-guadalajara	0.0	0.0	1.0	3.0	205.0	19.0
villa_de_reyes_u1	thermal_fuel_oil	25-san_luis_potosi	2.688	10.04739336	7.1	11.44	206.0	350.0
villa_de_reyes_u2	thermal_fuel_oil	25-san_luis_potosi	2.688	10.04739336	7.1	11.44	207.0	350.0
el_salto	hydroelectric	18-valles	0.0	0.0	1.0	3.0	208.0	18.0
botello	hydroelectric	28-carapan	0.0	0.0	1.0	3.0	209.0	18.0
minas	hydroelectric	36-temascal	0.0	0.0	1.0	3.0	210.0	15.0
sanalona	hydroelectric	05-culiacan	0.0	0.0	1.0	3.0	211.0	14.0
platanal	hydroelectric	28-carapan	0.0	0.0	1.0	3.0	212.0	12.6
procesamiento_energetico_mexicano	hydroelectric	36-temascal	0.0	0.0	1.0	3.0	213.0	11.3
encanto	hydroelectric	32-poza_rica	0.0	0.0	1.0	3.0	214.0	10.0
cerveceria_cuauhtemoc-moctezuma_planta_orizaba	hydroelectric	00-autoabasto_local	0.0	0.0	1.0	3.0	215.0	10.0
dos_bocas_u1	combined_cycle_natural_gas	33-veracruz	3.05	10.42654028	7.7	6.96	216.0	63.0
dos_bocas_u2	combined_cycle_natural_gas	33-veracruz	3.05	10.42654028	7.7	6.96	217.0	63.0
dos_bocas_u3	combined_cycle_natural_gas	33-veracruz	3.05	10.42654028	7.7	6.96	218.0	63.0
dos_bocas_u4	combined_cycle_natural_gas	33-veracruz	3.05	10.42654028	7.7	6.96	219.0	63.0
dos_bocas_u5	combined_cycle_natural_gas	33-veracruz	3.05	10.42654028	7.7	6.96	220.0	100.0
dos_bocas_u6	combined_cycle_natural_gas	33-veracruz	3.05	10.42654028	7.7	6.96	221.0	100.0
mocuzari	hydroelectric	03-obregon	0.0	0.0	1.0	3.0	222.0	9.6
hidroelectricidad_del_pacifico	hydroelectric	27-manzanillo	0.0	0.0	1.0	3.0	223.0	9.15
puente_grande	hydroelectric	23-guadalajara	0.0	0.0	1.0	3.0	224.0	9.0
la_mata__pie	wind	40-ixtepec	0.0	0.0	0.0	0.0	225.0	102.0
la_venta_i-ii	wind	40-ixtepec	0.0	0.0	0.0	0.0	226.0	84.2
la_venta_iii_pie	wind	40-ixtepec	0.0	0.0	0.0	0.0	227.0	102.85
laguna_verde_central	nuclear_uranium	33-veracruz	2.25	9.857819905	11.4	10.68	228.0	1510.0
los_humeros_central	geothermal	34-puebla	0.06	0.0	14.1	5.12	229.0	53.6
los_humeros_u3	geothermal	34-puebla	0.06	0.0	14.1	5.12	230.0	5.0
los_humeros_u6	geothermal	34-puebla	0.06	0.0	14.1	5.12	231.0	5.0
los_humeros_u8	geothermal	34-puebla	0.06	0.0	14.1	5.12	232.0	5.0
zumpimito	hydroelectric	28-carapan	0.0	0.0	1.0	3.0	233.0	8.4
hidroelectrica_arco_iris	hydroelectric	23-guadalajara	0.0	0.0	1.0	3.0	234.0	8.4
colotlipa	hydroelectric	35-acapulco	0.0	0.0	1.0	3.0	235.0	8.0
oaxaca_i_pie	wind	40-ixtepec	0.0	0.0	0.0	0.0	236.0	102.0
oaxaca_ii_pie	wind	40-ixtepec	0.0	0.0	0.0	0.0	237.0	102.0
oaxaca_iii_pie	wind	40-ixtepec	0.0	0.0	0.0	0.0	238.0	102.0
oaxaca_iv_pie	wind	40-ixtepec	0.0	0.0	0.0	0.0	239.0	102.0
alameda	hydroelectric	31-central	0.0	0.0	1.0	3.0	240.0	6.99
intermedia	hydroelectric	23-guadalajara	0.0	0.0	1.0	3.0	241.0	5.32
bombana	hydroelectric	39-grijalva	0.0	0.0	1.0	3.0	242.0	5.24
poza_rica_u1	thermal_fuel_oil	32-poza_rica	2.688	13.6492891	7.1	11.44	243.0	39.0
poza_rica_u2	thermal_fuel_oil	32-poza_rica	2.688	13.36492891	7.1	11.44	244.0	39.0
poza_rica_u3	thermal_fuel_oil	32-poza_rica	2.688	13.74407583	7.1	11.44	245.0	39.0
san_lorenzo_potencia	combined_cycle_natural_gas	34-puebla	3.05	6.91943128	7.7	6.96	246.0	382.12
hidrorizaba_ii	hydroelectric	33-veracruz	0.0	0.0	1.0	3.0	247.0	4.44
gobierno_del_estado_de_michoacan_de_ocampo	hydroelectric	28-carapan	0.0	0.0	1.0	3.0	248.0	4.05
colina	hydroelectric	09-chihuahua	0.0	0.0	1.0	3.0	249.0	3.0
san_pedro_poruas	hydroelectric	28-carapan	0.0	0.0	1.0	3.0	250.0	2.56
tuxpan_u1_tc	thermal_fuel_oil	32-poza_rica	2.688	9.763033175	7.1	11.44	251.0	350.0
tuxpan_u2_tc	thermal_fuel_oil	32-poza_rica	2.688	9.763033175	7.1	11.44	252.0	350.0
tuxpan_u3_tc	thermal_fuel_oil	32-poza_rica	2.688	9.763033175	7.1	11.44	253.0	350.0
tuxpan_u4_tc	thermal_fuel_oil	32-poza_rica	2.688	9.763033175	7.1	11.44	254.0	350.0
tuxpan_u5_tc	thermal_fuel_oil	32-poza_rica	2.688	9.763033175	7.1	11.44	255.0	350.0
tuxpan_u6_tc	thermal_fuel_oil	32-poza_rica	2.688	9.763033175	7.1	11.44	256.0	350.0
tuxpan_ii	combined_cycle_natural_gas	32-poza_rica	3.05	7.298578199	7.7	6.96	257.0	495.0
tuxpan_iii_y_iv	combined_cycle_natural_gas	32-poza_rica	3.05	7.014218009	7.7	6.96	258.0	983.0
tuxpan_v	combined_cycle_natural_gas	32-poza_rica	3.05	7.014218009	7.7	6.96	259.0	495.0
compania_electrica_carolina	hydroelectric	00-autoabasto_local	0.0	0.0	1.0	3.0	260.0	2.49
cancun_tg1	gas_turbine_diesel	43-cancun	3.432	17.34597156	5.5	9.22	261.0	14.0
cancun_tg2	gas_turbine_diesel	43-cancun	3.432	17.34597156	5.5	9.22	262.0	14.0
cancun_tg3	gas_turbine_diesel	43-cancun	3.432	17.34597156	5.5	9.22	263.0	30.0
cancun_tg5	gas_turbine_diesel	43-cancun	3.432	17.34597156	5.5	9.22	264.0	44.0
chankanaab_u1	gas_turbine_diesel	45-cozumel	3.432	17.44075829	5.5	9.22	265.0	14.0
chankanaab_u2	gas_turbine_diesel	45-cozumel	3.432	17.44075829	5.5	9.22	266.0	14.0
chankanaab_u4	gas_turbine_diesel	45-cozumel	3.432	17.44075829	5.5	9.22	267.0	25.0
ciudad_del_carmen_u1	gas_turbine_diesel	41-lerma	3.432	22.65402844	5.5	9.22	268.0	14.0
